ID,medv
3,33.214285714285715
6,23.161016949152536
8,15.692857142857148
9,15.692857142857148
10,15.692857142857148
18,22.066666666666666
20,20.683999999999997
25,15.692857142857148
26,15.692857142857148
27,15.692857142857148
29,20.683999999999997
30,25.431249999999995
33,22.066666666666666
34,15.692857142857148
36,23.161016949152536
37,20.683999999999997
38,23.161016949152536
42,29.19090909090909
49,19.37142857142857
53,23.161016949152536
60,23.161016949152536
63,23.161016949152536
70,23.161016949152536
72,20.683999999999997
79,20.683999999999997
80,23.161016949152536
83,23.161016949152536
92,23.161016949152536
93,23.161016949152536
96,29.19090909090909
98,48.275000000000006
99,42.025000000000006
100,33.214285714285715
105,20.683999999999997
106,19.37142857142857
111,20.683999999999997
113,15.692857142857148
114,15.692857142857148
116,15.692857142857148
126,15.692857142857148
130,15.692857142857148
131,20.683999999999997
133,20.683999999999997
136,15.692857142857148
141,15.692857142857148
144,15.692857142857148
145,15.692857142857148
147,15.692857142857148
152,20.683999999999997
153,20.683999999999997
156,22.066666666666666
158,29.19090909090909
163,48.85
169,20.683999999999997
185,20.683999999999997
186,20.683999999999997
189,29.19090909090909
196,48.85
197,33.214285714285715
199,33.214285714285715
200,33.214285714285715
203,48.85
208,22.066666666666666
210,19.37142857142857
211,19.37142857142857
213,19.099999999999998
216,23.161016949152536
218,25.431249999999995
219,15.692857142857148
220,20.683999999999997
221,33.214285714285715
229,48.275000000000006
232,33.214285714285715
238,33.214285714285715
239,23.161016949152536
240,25.431249999999995
242,20.683999999999997
246,22.066666666666666
248,20.683999999999997
253,33.214285714285715
255,23.161016949152536
256,23.161016949152536
257,42.025000000000006
258,48.85
259,33.214285714285715
260,29.19090909090909
268,39.36666666666667
270,20.683999999999997
271,20.683999999999997
276,29.19090909090909
277,33.214285714285715
278,29.19090909090909
279,23.161016949152536
281,48.275000000000006
288,23.161016949152536
290,25.431249999999995
292,33.214285714285715
295,20.683999999999997
296,29.19090909090909
299,23.161016949152536
300,33.214285714285715
301,29.19090909090909
308,25.431249999999995
314,23.161016949152536
315,25.431249999999995
320,20.683999999999997
322,23.161016949152536
323,23.161016949152536
324,20.683999999999997
327,23.161016949152536
330,23.161016949152536
332,20.683999999999997
333,23.161016949152536
336,23.161016949152536
338,20.683999999999997
346,20.683999999999997
347,20.683999999999997
351,23.161016949152536
352,29.19090909090909
354,29.19090909090909
355,23.161016949152536
356,23.161016949152536
362,20.683999999999997
364,15.692857142857148
365,48.275000000000006
370,44.475
376,33.214285714285715
379,14.716666666666667
380,14.716666666666667
381,33.214285714285715
382,14.716666666666667
386,9.384000000000002
389,9.384000000000002
391,15.692857142857148
394,9.384000000000002
396,9.384000000000002
398,9.384000000000002
400,9.384000000000002
403,9.384000000000002
405,9.384000000000002
406,9.384000000000002
407,14.716666666666667
410,14.716666666666667
411,44.475
412,14.716666666666667
413,14.716666666666667
417,9.384000000000002
421,9.384000000000002
422,15.692857142857148
423,20.683999999999997
424,22.066666666666666
427,13.935714285714287
431,13.935714285714287
436,13.935714285714287
437,13.935714285714287
439,9.384000000000002
447,15.692857142857148
450,13.935714285714287
451,15.692857142857148
455,13.935714285714287
457,15.692857142857148
471,19.099999999999998
474,33.214285714285715
476,15.692857142857148
483,33.214285714285715
486,20.683999999999997
490,15.692857142857148
495,20.683999999999997
496,19.099999999999998
497,19.099999999999998
499,20.683999999999997
501,20.683999999999997
505,29.19090909090909
